dataset,cell_id,protocol_id,split,split_seed,evaluation_partition,lpo_held_protocols,is_held_protocol,early_ratio,future_mask_definition,source_file,source_sha256,preprocessing_version,preprocessing_sha256
aging_matrix,PreDiag_000228_00022B,protocol_cluster_1,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000230_000226,protocol_cluster_1,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000231_000225,protocol_cluster_1,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000279_000236,protocol_cluster_1,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000357_000166,protocol_cluster_1,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000358_000165,protocol_cluster_1,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000201_000059,protocol_cluster_2,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000204_00005C,protocol_cluster_2,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000206_000057,protocol_cluster_2,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000207_000205,protocol_cluster_2,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000237_000222,protocol_cluster_3,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000239_000224,protocol_cluster_3,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000242_00022A,protocol_cluster_3,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000261_0000C8,protocol_cluster_3,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000264_0000D1,protocol_cluster_3,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000266_0000D5,protocol_cluster_3,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000288_000234,protocol_cluster_3,train,predefined_source_split; split seed not recorded in frozen cache,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000218_00005F,protocol_cluster_0,val,predefined_source_split; split seed not recorded in frozen cache,val,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000252_00020E,protocol_cluster_1,val,predefined_source_split; split seed not recorded in frozen cache,val,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000200_000204,protocol_cluster_2,val,predefined_source_split; split seed not recorded in frozen cache,val,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
aging_matrix,PreDiag_000291_0000D4,protocol_cluster_3,val,predefined_source_split; split seed not recorded in frozen cache,val,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/AGING_MATRIX/aging_matrix_raw_cycle_records_stride20_noleak.pkl,ab36427c6d9611c6b504ff600663f3dd502bc82d0cfa1791d93e561819416cae,scripts/AGING_MATRIX/prepare_raw_cycle_long_stream_from_offsets_v2.py,55a5059ea7129773d91553eed5899c9058b1019fec4169ab44187dba352d9d60
