dataset,cell_id,protocol_id,split,split_seed,evaluation_partition,lpo_held_protocols,is_held_protocol,early_ratio,future_mask_definition,source_file,source_sha256,preprocessing_version,preprocessing_sha256
isu_ilcc_lpo,ISU-ILCC_G42C1,G42,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G42C2,G42,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G42C3,G42,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G43C1,G43,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G43C2,G43,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G43C3,G43,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G43C4,G43,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G49C1,G49,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G49C2,G49,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G49C3,G49,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G49C4,G49,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G50C1,G50,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G50C2,G50,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G50C3,G50,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G50C4,G50,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G56C1,G56,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G56C2,G56,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G56C3,G56,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G56C4,G56,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G57C1,G57,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G57C2,G57,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G57C3,G57,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G57C4,G57,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G60C1,G60,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G60C2,G60,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G60C3,G60,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G60C4,G60,test,2026,test,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,true,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G1C1,G1,train,2026,train,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G1C2,G1,train,2026,train,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
isu_ilcc_lpo,ISU-ILCC_G1C3,G1,train,2026,train,G10;G13;G14;G37;G39;G42;G43;G49;G50;G56;G57;G60,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/ISU_ILCC/isu_ilcc_lpo_records.pkl,cedeb1bff5144d54fd967d905a8f4771c08a927082a2308696300ef6c8e6c0d9,scripts/DATASETS/_isu_make_lpo_split.py,96d93d3d743596c8bf902ff89e4f0527f967ac9574d49f2fbb3815fb4eee991e
