dataset,cell_id,protocol_id,split,split_seed,evaluation_partition,lpo_held_protocols,is_held_protocol,early_ratio,future_mask_definition,source_file,source_sha256,preprocessing_version,preprocessing_sha256
dynamic_cycling,cell_080,Synthetic,test,42,test,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_082,Synthetic,test,42,test,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_086,Synthetic,test,42,test,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_003,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_004,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_005,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_006,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_007,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_008,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_011,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_012,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_014,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_015,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_016,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_017,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_023,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_024,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_055,CC,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_090,Drive,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_091,Drive,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_092,Drive,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_094,Drive,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_095,Drive,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_025,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_027,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_028,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_029,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_032,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_034,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_037,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_038,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_039,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_040,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_041,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_042,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_043,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_044,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
dynamic_cycling,cell_046,Periodic,train,42,train,not_applicable,false,0.30,"frozen prediction rows with is_future=true; observed count is ceil(0.30 * cell trajectory length), lower-bounded by 5 and capped at cell length",data/DYNAMIC_CYCLING/dynamic_cycling_long_coarse_family_stratified_noleak.pkl,2f94794804c913653b4c54d338b51f706fc9b7e15d2eb99a955434f249bfc9b4,scripts/DYNAMIC/prepare_dynamic_cycling_long.py,741f07904eed11ed947e55bec5c4c91da7fbfbfbcbd83b69f777a5eca6c603e8
